"","성별","연도","교육","직종","지역","월급","나이","연령대"
"7270","여",2000,7,NA,6,NA,21,"초년"
"7271","남",1987,7,247,5,290,34,"중년"
"7272","남",1973,8,248,6,30,48,"중년"
"7273","여",1972,7,247,6,222,49,"중년"
"7274","여",2003,5,NA,6,NA,18,"초년"
"7275","남",2005,4,NA,6,NA,16,"초년"
"7276","남",1956,3,910,6,NA,65,"노년"
"7277","여",1973,4,930,6,NA,48,"중년"
"7278","남",1993,5,930,6,158,28,"초년"
"7279","여",1994,5,NA,6,NA,27,"초년"
"7280","남",1971,5,611,6,NA,50,"중년"
"7281","여",1981,5,930,6,232,40,"중년"
"7282","여",2002,5,NA,6,NA,19,"초년"
"7283","여",2006,4,NA,6,NA,15,"초년"
"7284","여",1936,2,NA,6,NA,85,"노년"
"7285","남",1969,3,NA,6,NA,52,"노년"
"7286","여",1947,2,NA,6,NA,74,"노년"
"7287","남",1931,4,429,6,27,90,"노년"
"7288","여",1940,3,NA,6,NA,81,"노년"
"7289","남",1935,5,611,6,NA,86,"노년"
"7290","여",1941,4,NA,6,NA,80,"노년"
"7291","남",1954,3,611,6,NA,67,"노년"
"7292","여",1958,3,611,6,NA,63,"노년"
"7293","여",1983,7,314,5,163,38,"중년"
"7294","남",1981,7,312,5,430,40,"중년"
"7295","여",2011,3,NA,5,NA,10,"초년"
"7296","남",2013,1,NA,5,NA,8,"초년"
"7297","남",1986,6,753,6,417,35,"중년"
"7298","남",1954,3,NA,6,NA,67,"노년"
"7299","여",1944,3,611,6,NA,77,"노년"
"7300","남",1944,3,NA,6,NA,77,"노년"
"7301","남",1939,3,NA,6,NA,82,"노년"
"7302","여",1943,3,NA,6,NA,78,"노년"
"7303","여",1950,3,941,6,27,71,"노년"
"7304","남",1956,4,141,6,310,65,"노년"
"7305","여",1956,3,NA,6,NA,65,"노년"
"7306","남",1930,3,NA,6,NA,91,"노년"
"7307","여",1934,2,NA,6,NA,87,"노년"
"7308","남",1952,5,942,6,192,69,"노년"
"7309","여",1954,4,941,6,165,67,"노년"
"7310","남",1990,6,753,6,302,31,"중년"
"7311","남",1974,5,753,6,417,47,"중년"
"7312","여",1977,5,313,6,146,44,"중년"
"7313","남",2003,5,NA,6,NA,18,"초년"
"7314","여",2005,4,NA,6,NA,16,"초년"
"7315","남",2010,3,NA,6,NA,11,"초년"
"7316","남",1935,3,611,6,NA,86,"노년"
"7317","여",1938,3,611,6,NA,83,"노년"
"7318","남",1967,3,941,6,183,54,"노년"
"7319","여",1998,7,NA,6,NA,23,"초년"
"7320","여",2002,5,NA,6,NA,19,"초년"
"7321","여",1939,2,NA,6,NA,82,"노년"
"7322","남",1956,4,521,6,NA,65,"노년"
"7323","여",1956,5,NA,6,NA,65,"노년"
"7324","남",1992,7,NA,6,NA,29,"초년"
"7325","남",1995,6,312,2,308,26,"초년"
"7326","남",1963,5,922,6,131,58,"노년"
"7327","여",1969,4,941,6,43,52,"노년"
"7328","남",1998,6,NA,6,NA,23,"초년"
"7329","여",1938,3,NA,6,NA,83,"노년"
"7330","여",1946,3,NA,6,NA,75,"노년"
"7331","남",1936,3,941,6,27,85,"노년"
"7332","남",1972,5,1009,7,671,49,"중년"
"7333","여",1973,5,421,7,117,48,"중년"
"7334","여",1998,6,247,7,189,23,"초년"
"7335","여",2004,4,NA,7,NA,17,"초년"
"7336","남",2011,3,NA,7,NA,10,"초년"
"7337","여",1996,7,253,7,250,25,"초년"
"7338","남",1940,4,611,6,NA,81,"노년"
"7339","여",1943,2,611,6,NA,78,"노년"
"7340","남",1936,3,611,6,NA,85,"노년"
"7341","여",1940,3,611,6,NA,81,"노년"
"7342","남",1940,2,611,6,NA,81,"노년"
"7343","여",1947,3,611,6,NA,74,"노년"
"7344","여",1938,2,NA,6,NA,83,"노년"
"7345","여",1973,3,NA,6,NA,48,"중년"
"7346","남",1936,3,611,6,NA,85,"노년"
"7347","여",1940,3,999,6,27,81,"노년"
"7348","여",1929,2,NA,6,NA,92,"노년"
"7349","여",1935,3,999,6,27,86,"노년"
"7350","여",1969,5,421,5,197,52,"노년"
"7351","여",1996,7,NA,5,NA,25,"초년"
"7352","남",1956,5,522,5,340,65,"노년"
"7353","남",1993,5,799,5,290,28,"초년"
"7354","여",1988,5,245,2,178,33,"중년"
"7355","남",1988,6,873,2,NA,33,"중년"
"7356","여",1990,5,NA,5,NA,31,"중년"
"7357","남",1985,6,312,5,372,36,"중년"
"7358","남",1952,7,611,5,NA,69,"노년"
"7359","여",1984,7,NA,5,NA,37,"중년"
"7360","여",1982,7,254,2,258,39,"중년"
"7361","남",1958,8,NA,5,NA,63,"노년"
"7362","남",1993,7,NA,5,NA,28,"초년"
"7363","여",1990,7,313,2,208,31,"중년"
"7364","남",1992,9,211,2,158,29,"초년"
"7365","남",1957,7,NA,5,NA,64,"노년"
"7366","여",1961,7,254,5,NA,60,"노년"
"7367","여",1989,7,254,5,250,32,"중년"
"7368","남",1946,7,NA,5,NA,75,"노년"
"7369","여",1957,7,254,5,NA,64,"노년"
"7370","남",1981,7,312,5,678,40,"중년"
"7371","여",1981,7,NA,5,NA,40,"중년"
"7372","남",2017,1,NA,5,NA,4,"초년"
"7373","남",1985,7,252,5,408,36,"중년"
"7374","여",1990,7,252,5,250,31,"중년"
"7375","남",1952,8,NA,5,NA,69,"노년"
"7376","여",1954,5,951,5,NA,67,"노년"
"7377","남",1978,7,252,5,631,43,"중년"
"7378","여",1980,7,252,5,512,41,"중년"
"7379","여",2007,3,NA,5,NA,14,"초년"
"7380","남",2009,3,NA,5,NA,12,"초년"
"7381","여",1980,7,252,5,544,41,"중년"
"7382","남",1980,7,252,5,553,41,"중년"
"7383","여",2009,3,NA,5,NA,12,"초년"
"7384","남",2011,3,NA,5,NA,10,"초년"
"7385","남",1975,7,259,5,163,46,"중년"
"7386","여",1974,8,252,5,518,47,"중년"
"7387","남",2007,3,NA,5,NA,14,"초년"
"7388","여",2010,3,NA,5,NA,11,"초년"
"7389","남",1981,7,151,3,NA,40,"중년"
"7390","여",1981,5,NA,3,NA,40,"중년"
"7391","여",2012,3,NA,3,NA,9,"초년"
"7392","남",1972,7,320,5,666,49,"중년"
"7393","여",1976,5,320,5,608,45,"중년"
"7394","여",2007,3,NA,5,NA,14,"초년"
"7395","여",1943,3,NA,5,NA,78,"노년"
"7396","남",2009,3,NA,5,NA,12,"초년"
"7397","남",1954,5,NA,5,NA,67,"노년"
"7398","여",1959,5,313,5,157,62,"노년"
"7399","여",1931,3,NA,5,NA,90,"노년"
"7400","남",1980,9,221,2,1173,41,"중년"
"7401","여",1982,7,222,2,819,39,"중년"
"7402","남",2014,1,NA,2,NA,7,"초년"
"7403","여",1985,7,311,2,160,36,"중년"
"7404","남",1982,7,313,2,675,39,"중년"
"7405","남",2013,1,NA,2,NA,8,"초년"
"7406","여",2015,1,NA,2,NA,6,"초년"
"7407","남",1950,5,611,5,NA,71,"노년"
"7408","여",1952,3,611,5,NA,69,"노년"
"7409","여",1928,3,NA,5,NA,93,"노년"
"7410","여",1932,3,NA,5,NA,89,"노년"
"7411","여",1934,3,NA,5,NA,87,"노년"
"7412","남",1973,5,510,5,330,48,"중년"
"7413","남",1998,7,NA,5,NA,23,"초년"
"7414","여",2001,5,NA,5,NA,20,"초년"
"7415","남",2003,5,NA,5,NA,18,"초년"
"7416","여",1978,5,NA,2,NA,43,"중년"
"7417","남",1962,5,823,5,NA,59,"노년"
"7418","여",1971,5,999,5,NA,50,"중년"
"7419","남",1992,5,NA,6,NA,29,"초년"
"7420","여",1995,6,NA,6,NA,26,"초년"
"7421","남",1974,5,743,5,373,47,"중년"
"7422","여",1978,5,421,5,200,43,"중년"
"7423","남",2004,4,NA,5,NA,17,"초년"
"7424","남",2007,3,NA,5,NA,14,"초년"
"7425","남",1937,5,NA,5,NA,84,"노년"
"7426","여",1937,4,NA,5,NA,84,"노년"
"7427","남",1937,3,NA,5,NA,84,"노년"
"7428","여",1941,2,NA,5,NA,80,"노년"
"7429","남",1960,4,611,5,NA,61,"노년"
"7430","여",1937,2,NA,5,NA,84,"노년"
"7431","여",1992,6,246,5,211,29,"초년"
"7432","여",1995,5,313,7,190,26,"초년"
"7433","남",1951,3,NA,5,NA,70,"노년"
"7434","여",1957,3,611,5,NA,64,"노년"
"7435","남",1982,7,611,5,NA,39,"중년"
"7436","여",1988,7,NA,5,NA,33,"중년"
"7437","남",1956,4,942,5,192,65,"노년"
"7438","여",1959,4,611,5,NA,62,"노년"
"7439","남",1981,7,231,5,341,40,"중년"
"7440","여",1982,7,231,5,125,39,"중년"
"7441","남",2017,1,NA,5,NA,4,"초년"
"7442","남",1960,5,611,5,NA,61,"노년"
"7443","여",1964,5,611,5,NA,57,"노년"
"7444","남",1993,7,252,5,243,28,"초년"
"7445","남",1958,4,NA,5,NA,63,"노년"
"7446","여",1961,4,613,5,NA,60,"노년"
"7447","남",1961,3,611,5,NA,60,"노년"
"7448","여",1969,6,611,5,NA,52,"노년"
"7449","남",1998,5,NA,5,NA,23,"초년"
"7450","여",2001,6,NA,5,NA,20,"초년"
"7451","남",1965,4,841,2,390,56,"노년"
"7452","여",1956,8,NA,2,NA,65,"노년"
"7453","남",1971,5,875,5,NA,50,"중년"
"7454","여",1974,5,441,5,200,47,"중년"
"7455","여",2001,5,NA,5,NA,20,"초년"
"7456","남",1943,4,611,5,NA,78,"노년"
"7457","여",1949,4,521,5,NA,72,"노년"
"7458","여",1941,2,611,5,NA,80,"노년"
"7459","여",1945,3,NA,5,NA,76,"노년"
"7460","남",1979,5,NA,5,NA,42,"중년"
"7461","남",1972,5,NA,5,NA,49,"중년"
"7462","여",1928,2,NA,5,NA,93,"노년"
"7463","여",1942,2,NA,5,NA,79,"노년"
"7464","여",1933,2,NA,5,NA,88,"노년"
"7465","여",1941,2,NA,5,NA,80,"노년"
"7466","남",1968,7,611,5,NA,53,"노년"
"7467","여",1972,5,930,5,189,49,"중년"
"7468","여",1996,7,313,5,210,25,"초년"
"7469","여",1998,7,131,5,192,23,"초년"
"7470","여",2002,5,NA,5,NA,19,"초년"
"7471","남",1964,5,819,5,292,57,"노년"
"7472","여",1973,5,930,5,259,48,"중년"
"7473","여",1994,6,313,5,251,27,"초년"
"7474","여",1934,3,NA,5,NA,87,"노년"
"7475","여",1993,5,246,5,196,28,"초년"
"7476","남",1941,3,611,5,NA,80,"노년"
"7477","여",1940,3,NA,5,NA,81,"노년"
"7478","남",1934,2,NA,5,NA,87,"노년"
"7479","여",1939,2,NA,5,NA,82,"노년"
"7480","여",1964,4,930,5,211,57,"노년"
"7481","여",1998,6,NA,5,NA,23,"초년"
"7482","남",1947,3,NA,5,NA,74,"노년"
"7483","남",1979,5,922,2,218,42,"중년"
"7484","여",1981,5,313,2,227,40,"중년"
"7485","남",2002,5,NA,2,NA,19,"초년"
"7486","여",2008,3,NA,2,NA,13,"초년"
"7487","여",1934,2,NA,5,NA,87,"노년"
"7488","여",1937,3,NA,5,NA,84,"노년"
"7489","여",1942,2,NA,5,NA,79,"노년"
"7490","남",1966,5,620,5,NA,55,"노년"
"7491","여",1939,3,NA,5,NA,82,"노년"
"7492","여",1935,2,NA,5,NA,86,"노년"
"7493","여",1954,3,941,5,130,67,"노년"
"7494","남",1935,3,611,5,NA,86,"노년"
"7495","여",1936,3,NA,5,NA,85,"노년"
"7496","남",1978,6,930,5,575,43,"중년"
"7497","여",1982,7,NA,5,NA,39,"중년"
"7498","남",2019,1,NA,5,NA,2,"초년"
"7499","남",1947,3,441,5,NA,74,"노년"
"7500","여",1954,3,441,5,NA,67,"노년"
"7501","여",1982,5,442,5,210,39,"중년"
"7502","여",1971,5,NA,5,NA,50,"중년"
"7503","여",1951,3,NA,5,NA,70,"노년"
"7504","남",1971,7,139,5,383,50,"중년"
"7505","여",1978,5,NA,5,NA,43,"중년"
"7506","남",1947,3,NA,5,NA,74,"노년"
"7507","남",1973,5,875,5,280,48,"중년"
"7508","남",1958,5,NA,5,NA,63,"노년"
"7509","여",1966,5,442,5,NA,55,"노년"
"7510","여",1996,5,NA,5,NA,25,"초년"
"7511","남",1940,4,NA,5,NA,81,"노년"
"7512","여",1942,3,NA,5,NA,79,"노년"
"7513","여",1971,6,NA,5,NA,50,"중년"
"7514","여",1974,5,NA,5,NA,47,"중년"
"7515","여",2002,5,NA,5,NA,19,"초년"
"7516","여",1960,5,611,4,NA,61,"노년"
"7517","남",1960,4,611,4,NA,61,"노년"
"7518","남",1987,6,743,5,342,34,"중년"
"7519","남",1962,6,862,5,285,59,"노년"
"7520","여",1966,6,532,5,180,55,"노년"
"7521","남",1952,5,942,5,160,69,"노년"
"7522","여",1960,4,951,5,30,61,"노년"
"7523","남",1983,7,821,5,399,38,"중년"
"7524","여",1985,7,312,5,309,36,"중년"
"7525","남",2013,1,NA,5,NA,8,"초년"
"7526","남",1974,5,312,5,884,47,"중년"
"7527","여",1980,5,442,5,37,41,"중년"
"7528","여",2007,3,NA,5,NA,14,"초년"
"7529","여",2008,3,NA,5,NA,13,"초년"
"7530","여",1941,2,941,5,27,80,"노년"
"7531","남",1954,4,NA,5,NA,67,"노년"
"7532","여",1962,4,930,5,231,59,"노년"
"7533","여",1968,5,521,5,150,53,"노년"
"7534","여",1995,7,313,5,191,26,"초년"
"7535","남",1996,6,NA,5,NA,25,"초년"
"7536","남",1949,5,NA,5,NA,72,"노년"
"7537","여",1952,5,NA,5,NA,69,"노년"
"7538","여",1978,6,313,5,534,43,"중년"
"7539","남",1977,6,320,5,383,44,"중년"
"7540","여",2014,1,NA,5,NA,7,"초년"
"7541","여",1982,7,NA,5,NA,39,"중년"
"7542","남",1946,5,NA,5,NA,75,"노년"
"7543","여",1953,4,NA,5,NA,68,"노년"
"7544","남",1979,7,252,6,478,42,"중년"
"7545","여",1984,7,252,6,456,37,"중년"
"7546","여",2015,1,NA,6,NA,6,"초년"
"7547","남",1961,4,873,5,311,60,"노년"
"7548","여",1968,4,941,5,216,53,"노년"
"7549","여",1992,6,243,5,310,29,"초년"
"7550","남",1942,4,611,5,NA,79,"노년"
"7551","여",1947,3,NA,5,NA,74,"노년"
"7552","남",1952,5,NA,5,NA,69,"노년"
"7553","남",1941,7,873,5,177,80,"노년"
"7554","여",1942,3,NA,5,NA,79,"노년"
"7555","남",1974,8,259,5,89,47,"중년"
"7556","남",1940,4,999,5,27,81,"노년"
"7557","여",1947,4,NA,5,NA,74,"노년"
"7558","남",1934,5,999,5,10,87,"노년"
"7559","남",1945,5,611,5,NA,76,"노년"
"7560","여",1946,4,611,5,NA,75,"노년"
"7561","남",1969,5,930,2,343,52,"노년"
"7562","여",2006,4,NA,2,NA,15,"초년"
"7563","여",2008,3,NA,2,NA,13,"초년"
"7564","남",1949,3,611,5,NA,72,"노년"
"7565","여",1957,3,611,5,NA,64,"노년"
"7566","남",1944,2,611,5,NA,77,"노년"
"7567","여",1952,3,611,5,NA,69,"노년"
"7568","남",1934,7,611,5,NA,87,"노년"
"7569","여",1935,3,NA,5,NA,86,"노년"
"7570","여",1939,3,NA,5,NA,82,"노년"
"7571","여",1933,4,611,5,NA,88,"노년"
"7572","남",1954,6,611,5,NA,67,"노년"
"7573","여",1957,4,611,5,NA,64,"노년"
"7574","남",1952,3,611,5,NA,69,"노년"
"7575","여",1955,3,NA,5,NA,66,"노년"
"7576","여",1988,5,930,5,321,33,"중년"
"7577","남",1947,3,611,5,NA,74,"노년"
"7578","여",1953,3,611,5,NA,68,"노년"
"7579","남",1991,6,231,5,297,30,"중년"
"7580","남",1937,4,NA,5,NA,84,"노년"
"7581","여",1939,4,611,5,NA,82,"노년"
"7582","여",1938,2,NA,5,NA,83,"노년"
"7583","남",1936,3,NA,5,NA,85,"노년"
"7584","남",1934,3,611,5,NA,87,"노년"
"7585","남",1949,3,611,5,NA,72,"노년"
"7586","여",1955,3,611,5,NA,66,"노년"
"7587","남",1939,3,611,5,NA,82,"노년"
"7588","여",1944,3,NA,5,NA,77,"노년"
"7589","남",1965,5,235,5,842,56,"노년"
"7590","여",1971,8,313,5,279,50,"중년"
"7591","여",1994,7,NA,5,NA,27,"초년"
"7592","여",1997,7,NA,5,NA,24,"초년"
"7593","남",1999,6,NA,5,NA,22,"초년"
"7594","남",1956,5,613,5,NA,65,"노년"
"7595","남",1940,4,611,5,NA,81,"노년"
"7596","여",1945,3,611,5,NA,76,"노년"
"7597","여",1934,3,941,5,27,87,"노년"
"7598","여",1943,3,941,5,27,78,"노년"
"7599","남",1956,5,611,5,NA,65,"노년"
"7600","여",1961,5,422,5,NA,60,"노년"
"7601","남",1986,6,246,5,225,35,"중년"
"7602","남",1956,4,851,5,NA,65,"노년"
"7603","여",1949,5,314,5,NA,72,"노년"
"7604","여",1965,6,521,5,NA,56,"노년"
"7605","여",1974,6,314,5,250,47,"중년"
"7606","남",1981,7,611,5,NA,40,"중년"
"7607","남",2007,3,NA,5,NA,14,"초년"
"7608","남",2009,3,NA,5,NA,12,"초년"
"7609","남",1966,7,311,5,582,55,"노년"
"7610","여",1966,6,247,5,204,55,"노년"
"7611","여",1996,7,NA,5,NA,25,"초년"
"7612","여",1999,7,NA,5,NA,22,"초년"
"7613","남",2000,7,NA,5,NA,21,"초년"
"7614","남",1947,5,611,5,NA,74,"노년"
"7615","여",1948,5,611,5,NA,73,"노년"
"7616","남",1964,5,782,5,NA,57,"노년"
"7617","여",1965,4,510,5,373,56,"노년"
"7618","남",1988,7,441,1,243,33,"중년"
"7619","여",1992,6,422,6,165,29,"초년"
"7620","남",1991,5,521,6,300,30,"중년"
"7621","남",2016,1,NA,6,NA,5,"초년"
"7622","남",2018,1,NA,6,NA,3,"초년"
"7623","여",1949,4,421,5,208,72,"노년"
"7624","남",1952,4,611,5,NA,69,"노년"
"7625","여",1958,4,611,5,NA,63,"노년"
"7626","여",1980,5,NA,5,NA,41,"중년"
"7627","남",1979,5,854,5,529,42,"중년"
"7628","여",2009,3,NA,5,NA,12,"초년"
"7629","여",2012,3,NA,5,NA,9,"초년"
"7630","남",1958,3,NA,5,NA,63,"노년"
"7631","여",1960,3,721,5,52,61,"노년"
"7632","남",1985,6,743,5,328,36,"중년"
"7633","여",1984,6,510,5,300,37,"중년"
"7634","남",1952,4,710,5,NA,69,"노년"
"7635","여",1958,3,710,5,NA,63,"노년"
"7636","여",1986,7,247,5,333,35,"중년"
"7637","남",1982,7,313,5,510,39,"중년"
"7638","여",2011,3,NA,5,NA,10,"초년"
"7639","남",1945,4,613,5,NA,76,"노년"
"7640","여",1951,3,941,5,27,70,"노년"
"7641","여",1942,3,941,5,27,79,"노년"
"7642","남",1954,3,422,5,NA,67,"노년"
"7643","남",1974,5,922,5,NA,47,"중년"
"7644","여",1976,5,NA,5,NA,45,"중년"
"7645","여",1999,7,NA,5,NA,22,"초년"
"7646","남",2002,5,NA,5,NA,19,"초년"
"7647","여",1940,3,NA,5,NA,81,"노년"
"7648","남",1976,5,873,5,325,45,"중년"
"7649","여",1936,2,941,5,27,85,"노년"
"7650","남",1939,3,611,5,NA,82,"노년"
"7651","여",1936,2,611,5,NA,85,"노년"
"7652","남",1953,4,611,5,NA,68,"노년"
"7653","남",1964,5,753,5,NA,57,"노년"
"7654","남",1938,4,611,5,NA,83,"노년"
"7655","여",1942,3,611,5,NA,79,"노년"
"7656","남",1942,3,NA,5,NA,79,"노년"
"7657","여",1934,3,NA,5,NA,87,"노년"
"7658","남",1963,4,751,5,NA,58,"노년"
"7659","여",1966,4,611,5,NA,55,"노년"
"7660","남",1996,7,442,5,100,25,"초년"
"7661","여",2003,5,NA,5,NA,18,"초년"
"7662","여",1994,5,442,5,185,27,"초년"
"7663","남",1971,5,311,5,527,50,"중년"
"7664","여",1977,5,NA,5,NA,44,"중년"
"7665","여",1999,7,NA,5,NA,22,"초년"
"7666","남",1974,7,411,5,556,47,"중년"
"7667","여",1975,7,311,5,486,46,"중년"
"7668","여",2005,4,NA,5,NA,16,"초년"
"7669","남",2008,3,NA,5,NA,13,"초년"
"7670","남",1976,7,252,5,652,45,"중년"
"7671","여",1976,7,NA,5,NA,45,"중년"
"7672","남",2005,4,NA,5,NA,16,"초년"
"7673","남",2007,3,NA,5,NA,14,"초년"
"7674","남",1971,7,862,5,433,50,"중년"
"7675","여",1975,7,259,5,NA,46,"중년"
"7676","남",2006,4,NA,5,NA,15,"초년"
"7677","남",2008,3,NA,5,NA,13,"초년"
"7678","남",1964,4,930,5,183,57,"노년"
"7679","여",1968,5,521,5,NA,53,"노년"
"7680","여",1996,5,NA,5,NA,25,"초년"
"7681","남",2002,5,NA,5,NA,19,"초년"
"7682","남",1947,5,NA,5,NA,74,"노년"
"7683","여",1956,4,611,5,NA,65,"노년"
"7684","여",1991,7,NA,5,NA,30,"중년"
"7685","남",1942,3,611,5,NA,79,"노년"
"7686","여",1952,3,991,5,NA,69,"노년"
"7687","남",1979,5,611,5,167,42,"중년"
"7688","여",1981,6,999,5,120,40,"중년"
"7689","남",2007,3,NA,5,NA,14,"초년"
"7690","남",2012,3,NA,5,NA,9,"초년"
"7691","남",2014,1,NA,5,NA,7,"초년"
"7692","남",1932,3,611,5,NA,89,"노년"
"7693","여",1938,3,611,5,NA,83,"노년"
"7694","여",1940,2,611,5,NA,81,"노년"
"7695","여",1931,3,NA,5,NA,90,"노년"
"7696","여",1974,5,NA,5,NA,47,"중년"
"7697","남",2000,5,999,5,87,21,"초년"
"7698","여",1940,2,NA,5,NA,81,"노년"
"7699","여",1999,6,442,1,210,22,"초년"
"7700","남",1954,5,611,5,NA,67,"노년"
"7701","여",1960,3,611,5,NA,61,"노년"
"7702","남",1953,3,611,5,NA,68,"노년"
"7703","여",1959,3,611,5,NA,62,"노년"
"7704","남",1982,5,843,5,300,39,"중년"
"7705","여",2010,3,NA,5,NA,11,"초년"
"7706","여",1942,2,611,5,NA,79,"노년"
"7707","남",2003,5,NA,5,NA,18,"초년"
"7708","여",1973,5,NA,5,NA,48,"중년"
"7709","여",1960,3,613,5,NA,61,"노년"
"7710","여",1932,3,NA,5,NA,89,"노년"
"7711","남",1938,3,611,5,NA,83,"노년"
"7712","여",1939,2,611,5,NA,82,"노년"
"7713","여",1938,3,611,5,NA,83,"노년"
"7714","남",1981,5,762,5,NA,40,"중년"
"7715","여",1940,2,NA,5,NA,81,"노년"
"7716","여",1935,2,NA,5,NA,86,"노년"
"7717","여",1952,3,NA,5,NA,69,"노년"
"7718","여",1940,3,NA,1,NA,81,"노년"
"7719","남",1973,5,442,5,210,48,"중년"
"7720","여",1974,7,521,5,NA,47,"중년"
"7721","남",2000,7,NA,5,NA,21,"초년"
"7722","여",2002,5,NA,5,NA,19,"초년"
"7723","남",1945,4,NA,5,NA,76,"노년"
"7724","여",1951,4,441,5,27,70,"노년"
"7725","남",1977,7,753,5,561,44,"중년"
"7726","여",1980,6,247,5,214,41,"중년"
"7727","여",2010,3,NA,5,NA,11,"초년"
"7728","여",2013,1,NA,5,NA,8,"초년"
"7729","남",1979,7,NA,5,NA,42,"중년"
"7730","남",1954,7,521,5,NA,67,"노년"
"7731","여",1955,5,441,5,30,66,"노년"
"7732","여",1932,3,NA,5,NA,89,"노년"
"7733","남",1954,5,141,5,125,67,"노년"
"7734","남",1935,5,NA,5,NA,86,"노년"
"7735","여",1934,4,NA,5,NA,87,"노년"
"7736","여",1956,5,422,5,NA,65,"노년"
"7737","남",1944,3,NA,5,NA,77,"노년"
"7738","남",1978,7,313,5,489,43,"중년"
"7739","여",1983,7,NA,5,NA,38,"중년"
"7740","남",2019,1,NA,5,NA,2,"초년"
"7741","여",2019,1,NA,5,NA,2,"초년"
"7742","여",1939,2,NA,5,NA,82,"노년"
"7743","남",1939,4,NA,5,NA,82,"노년"
"7744","여",1939,3,NA,5,NA,82,"노년"
"7745","남",1942,5,999,5,45,79,"노년"
"7746","여",1953,4,NA,5,NA,68,"노년"
"7747","남",1941,5,NA,5,NA,80,"노년"
"7748","여",1944,4,NA,5,NA,77,"노년"
"7749","남",1938,5,NA,5,NA,83,"노년"
"7750","여",1937,3,NA,5,NA,84,"노년"
"7751","여",1930,3,NA,5,NA,91,"노년"
"7752","남",1968,5,611,5,NA,53,"노년"
"7753","여",1971,5,441,5,275,50,"중년"
"7754","여",1997,7,NA,5,NA,24,"초년"
"7755","여",1995,7,245,5,231,26,"초년"
"7756","여",1954,3,441,5,NA,67,"노년"
"7757","남",1983,6,611,5,NA,38,"중년"
"7758","여",1983,5,NA,5,NA,38,"중년"
"7759","여",2012,3,NA,5,NA,9,"초년"
"7760","남",2015,1,NA,5,NA,6,"초년"
"7761","남",2017,1,NA,5,NA,4,"초년"
"7762","남",1937,4,NA,5,NA,84,"노년"
"7763","여",1942,3,611,5,NA,79,"노년"
"7764","여",1974,5,442,5,NA,47,"중년"
"7765","남",1948,4,NA,5,NA,73,"노년"
"7766","여",1952,4,941,5,27,69,"노년"
"7767","남",1950,5,611,5,NA,71,"노년"
"7768","여",1955,5,611,5,NA,66,"노년"
"7769","여",1924,2,NA,5,NA,97,"노년"
"7770","남",1981,7,259,5,NA,40,"중년"
"7771","여",1982,7,399,5,NA,39,"중년"
"7772","남",2011,3,NA,5,NA,10,"초년"
"7773","남",2016,1,NA,5,NA,5,"초년"
"7774","여",1985,6,313,2,241,36,"중년"
"7775","남",1981,6,313,2,333,40,"중년"
"7776","여",2012,3,NA,2,NA,9,"초년"
"7777","남",2016,1,NA,2,NA,5,"초년"
"7778","여",1951,4,NA,5,NA,70,"노년"
"7779","남",1941,3,611,5,NA,80,"노년"
"7780","여",1939,2,NA,5,NA,82,"노년"
"7781","여",1932,2,NA,5,NA,89,"노년"
"7782","남",1958,7,942,5,170,63,"노년"
"7783","남",1943,4,NA,5,NA,78,"노년"
"7784","여",1948,3,421,5,26,73,"노년"
"7785","남",1954,5,613,5,NA,67,"노년"
"7786","여",1960,5,613,5,NA,61,"노년"
"7787","여",1937,4,NA,5,NA,84,"노년"
"7788","여",1928,3,NA,5,NA,93,"노년"
"7789","여",1938,2,NA,5,NA,83,"노년"
"7790","여",1937,2,611,5,NA,84,"노년"
"7791","여",1936,2,NA,5,NA,85,"노년"
